/m/027rn	/location/country/form_of_government	/m/06cx9
/m/017dcd	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/06v8s0
/m/07s9rl0	/media_common/netflix_genre/titles	/m/0170z3
/m/01sl1q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/044mz_
/m/0cnk2q	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02nzb8
/m/04nrcg	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02sdk9v
/m/07nznf	/film/actor/film./film/performance/film	/m/014lc_
/m/02qyp19	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02d413
/m/0q9kd	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0184jc
/m/03q5t	/music/performance_role/regular_performances./music/group_membership/role	/m/07y_7
