1561	243	0.15566944266495836	_hypernym(X,Y) <= _has_part(A,X), _has_part(A,B), _hypernym(B,Y)
239	45	0.18828451882845187	_hypernym(X,Y) <= _has_part(X,A), _has_part(A,B), _hypernym(B,Y)
537	83	0.15456238361266295	_hypernym(X,Y) <= _has_part(X,A), _has_part(B,A), _hypernym(B,Y)
1851	189	0.10210696920583469	_has_part(X,Y) <= _has_part(X,A), _has_part(B,A), _has_part(B,Y)
398	69	0.17336683417085427	_has_part(X,Y) <= _has_part(X,A), _has_part(A,B), _has_part(Y,B)
197	61	0.3096446700507614	_synset_domain_topic_of(X,Y) <= _member_of_domain_region(A,X), _member_of_domain_region(A,B), _synset_domain_topic_of(B,Y)
1292	329	0.2546439628482972	_instance_hypernym(X,Y) <= _has_part(A,X), _has_part(A,B), _instance_hypernym(B,Y)
154	50	0.3246753246753247	_instance_hypernym(X,Y) <= _has_part(X,A), _has_part(B,A), _instance_hypernym(B,Y)
709	205	0.28913963328631875	_member_meronym(X,Y) <= _member_meronym(X,A), _hypernym(B,A), _member_meronym(Y,B)
270	30	0.1111111111111111	_member_of_domain_usage(X,Y) <= _member_of_domain_usage(X,A), _member_of_domain_usage(B,A), _member_of_domain_usage(B,Y)
